Kode SDS,Nama Data,,Konsep,,Definisi,Penyajian,Isian,Ukuran,Satuan,,
10310003,Angka Harapan Lama Sekolah (HLS),,[K01289] Partisipasi Sekolah;,,"Lamanya bersekolah yang diharapkan akan dirasakan oleh anak pada umur
tertentu di masa mendatang.","[32010026] Wilayah;
[33220007] Jenis
Kelamin;",-,Waktu,tahun,,
10310004,Angka Melek Huruf Penduduk Lanjut Usia,,[K01154] Melek Huruf/Aksara; [K01055] Orang Lanjut Usia (Lansia);,,Bagian dari penduduk lansia yang dapat membaca dan menulis huruf latin atau huruf lainnya.,[32010026] Wilayah;,-,Persentase,persen,,
10310006,Indeks Pembangunan Literasi Masyarakat (IPLM),,[K01112] Literasi;,,Angka yang menggambarkan tingkat usaha yang dilaksanakan oleh pemerintah daerah (tingkat provinsi dan kabupaten/kota) dalam membina dan mengembangkan perpustakaan sebagai wahana belajar sepanjang hayat untuk mencapai budaya literasi masyarakat.,[32010026] Wilayah;,-,Indeks,-,,
10310010,Jumlah Civitas Academica,,[K00316]  Civitas Academica;,,Banyaknya masyarakat akademik yang terdiri atas dosen dan mahasiswa.,[32010026] Wilayah;,-,Total,orang,,
10310012,Jumlah Masyarakat Desa yang diberi Pelatihan,,"[K01476] Penduduk; [K00371] Desa;
[K01354] Pelatihan;",,"Banyaknya orang yang  tinggal di desa yang diberi pelatihan untuk meningkatkan pengetahuan, keterampilan, maupun sikap sesuai kompetensi tertentu.",[32010026] Wilayah;,-,Total,orang,,
10310060,Jumlah Pendidik,,[K02183] Pendidik;,,"Banyaknya orang yang berkualifikasi sebagai guru, dosen, konselor, pamong belajar, widyaiswara, tutor, instruktur, fasilitator, dan sebutan lain yang sesuai dengan kekhususannya, yang mengajar pada satuan pendidikan.","[32010026] Wilayah;
[10320051] Status Satuan Pendidikan; [33220007] Jenis
Kelamin;",-,Total,orang,,
10310061,Jumlah Penyandang Disabilitas yang Bersekolah,,"[K01735] Peserta Didik;
[K01596] Penyandang Disabilitas;",,"Banyaknya orang yang mengalami keterbatasan fisik, intelektual, mental, dan/atau sensorik yang menjadi peserta didik dan aktif bersekolah di satuan pendidikan tertentu.",[32010026] Wilayah;,-,Total,orang,,
10310062,Jumlah Perguruan Tinggi,,[K01651] Perguruan Tinggi;,,"Banyaknya satuan pendidikan pada jalur pendidikan formal setelah pendidikan menengah yang dapat berupa program pendidikan diploma, sarjana, magister, spesialis, dan doktoral.","[32010026] Wilayah;
[10320051] Status Satuan Pendidikan;",-,Total,unit,,
10310063,Jumlah Peserta Didik,,[K01735] Peserta Didik;,,"Banyaknya orang yang berusaha mengembangkan potensi diri melalui proses pembelajaran yang tersedia pada jalur, jenjang, dan jenis pendidikan tertentu.","[32010026] Wilayah;
[33220007] Jenis
Kelamin; [10320051] Status Satuan Pendidikan; [10320055] Tingkat Pendidikan;",-,Total,orang,,
10310064,Jumlah Peserta Didik Mengulang Kelas,,"[K01735] Peserta Didik;
[K02367] Mengulang Kelas;",,Banyaknya peserta didik yang mengulang kelas pada suatu tingkatan kelas pendidikan dan tahun ajaran tertentu.,"[32010026] Wilayah;
[10320051] Status Satuan Pendidikan; [33220007] Jenis
Kelamin;
[10320076] Tingkatan Kelas Pendidikan;",-,Total,orang,,
10310065,Jumlah Peserta Didik Putus Sekolah,,"[K01735] Peserta Didik;
[K02380] Putus Sekolah;",,Banyaknya peserta didik yang tidak mampu menyelesaikan pendidikan atau dikeluarkan dari  satuan pendidikan sehingga tidak dapat melanjutkan pendidikan ke jenjang berikutnya.,"[32010026] Wilayah;
[10320051] Status Satuan Pendidikan; [10320055] Tingkat Pendidikan;",-,Total,orang,,
10310066,Jumlah Ruang Kelas,,[K01905] Ruang Kelas;,,"Banyaknya ruangan di dalam bangunan sekolah atau kampus, yang berfungsi sebagai tempat untuk kegiatan tatap muka dalam proses kegiatan belajar mengajar (KBM).","[32010026] Wilayah;
[10320051] Status Satuan Pendidikan; [10720073] Kondisi Bangunan;",-,Total,unit,,
10310067,Jumlah Satuan Pendidikan,,[K01971] Satuan Pendidikan; [K01976] Sekolah;,,"Banyaknya unit kelompok layanan pendidikan yang menyelenggarakan pendidikan pada jalur formal, nonformal, dan informal pada setiap jenjang dan jenis pendidikan.","[32010026] Wilayah;
[10320055] Tingkat Pendidikan; [10320051] Status Satuan Pendidikan;",-,Total,unit,,
10310027,Persentase Angka Melek Aksara Penduduk Umur 15 Tahun ke Atas,,[K01154] Melek Huruf/ Aksara;,,Bagian dari populasi penduduk umur l15 tahun ke atas yang dapat  membaca dan menulis kalimat sederhana dengan huruf latin dan atau huruf lainnya.,"[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;
[33220007] Jenis
Kelamin; [10620071] Status Disabilitas;",-,Persentase,persen,,
10310028,Persentase Guru yang Memenuhi Kualifikasi Sesuai Standar Nasional,,[K00481] Guru;,,"Bagian dari populasi guru pada jenjang pendidikan anak usia dini (PAUD) sederajat, SD sederajat, SMP sederajat, SMA/SMK sederajat, dan pendidikan luar biasa yang memenuhi kualifikasi akademik S1/D4 sesuai dengan standar yang ditetapkan oleh lembaga pemerintah yang berwenang dalam bidang pendidikan.","[32010026] Wilayah;
[33220007] Jenis
Kelamin; [10320055] Tingkat Pendidikan;",-,Persentase,persen,,
10310068,Persentase Keluarga yang Memiliki Anak Sekolah,,"[K00829] Keluarga; [K00094] Anak
Sekolah;",,"Bagian dari populasi keluarga yang memiliki satu atau lebih anggota keluarga yang masih bersekolah pada jenjang pendidikan SD sederajat, SMP sederajat, dan SMA sederajat.","[32010026] Wilayah;
[33120021] Status Kesejahteraan;",-,Persentase,persen,,
10310069,Persentase Pendidik yang Memiliki Sertifikat Pendidik,,[K02183] Pendidik; [K02383] Sertifikasi;,,"Bagian dari seluruh tenaga kependidikan yang berkualifikasi sebagai guru, dosen, konselor, pamong belajar, widyaiswara, tutor, instruktur, fasilitator, dan sebutan lain yang sesuai dengan kekhususannya yang memiliki sertifikat pendidik.","[32010026] Wilayah;
[33220007] Jenis
Kelamin; [10320051] Status Satuan Pendidikan; [10320055] Tingkat Pendidikan;",-,Persentase,persen,,
10310029,Persentase Penduduk Berumur 5 Tahun ke Atas yang Pernah atau Sedang Mengikuti Kursus/Pelatihan/,,[K01476] Penduduk; [K01011] Kursus;,,Bagian dari populasi penduduk berumur 5 tahun ke atas yang pernah atau sedang mengikuti kursus/ pelatihan/bimbingan belajar/,[32010026] Wilayah;,-,Persentase,persen,,
,Bimbingan Belajar/ Pendidikan Keterampilan,,,,pendidikan keterampilan selama setahun terakhir.,,,,,,
10310030,Persentase Peserta Didik yang Melaksanakan Metode Pembelajaran dari Rumah,,"[K01735] Peserta Didik;
[K01177] Metode Pembelajaran;",,"Bagian dari seluruh penduduk berumur 5 tahun ke atas yang masih bersekolah yang melaksanakan belajar dari rumah (baik belajar dari rumah saja, maupun kombinasi dengan pembelajaran tatap muka).",[32010026] Wilayah;,-,Persentase,persen,,
10310031,Persentase Peserta Didik yang Melakukan Kegiatan Belajar di Luar Jam Sekolah,,"[K01735] Peserta Didik;
[K00240] Belajar;",,Bagian dari seluruh penduduk yang masih bersekolah yang melakukan kegiatan belajar di luar jam sekolah selama tiga bulan terakhir.,[32010026] Wilayah;,-,Persentase,persen,,
10310032,Persentase Peserta Didik yang Menerima Beasiswa/Bantuan Pendidikan,,"[K01735] Peserta Didik;
[K00234] Beasiswa;",,Bagian dari seluruh penduduk berumur 5 tahun ke atas yang masih bersekolah pada tahun ajaran sebelumnya yang menerima beasiswa/bantuan pendidikan.,[32010026] Wilayah;,-,Persentase,persen,,
10310070,Persentase Peserta Didik yang Mengulang Kelas,,"[K01735] Peserta Didik;
[K02367] Mengulang Kelas;",,Bagian seluruh peserta didik pada tahun ajaran sebelumnya yang belum mencapai kriteria ketuntasan minimal (KKM) dan harus mengulang pembelajaran pada tingkat pendidikan dan satuan pendidikan yang sama dengan tahun ajaran sebelumnya.,"[32010026] Wilayah;
[10320076] Tingkatan Kelas Pendidikan;",-,Persentase,persen,,
10310071,Persentase Satuan Pendidikan dengan Akses Listrik,,[K01971] Satuan Pendidikan; [K01111] Listrik;,,Bagian dari populasi satuan pendidikan yang yang memiliki akses listrik.,"[32010026] Wilayah;
[10320051] Status Satuan Pendidikan; [10320055] Tingkat Pendidikan; [10320009] Jenjang Pendidikan;",-,Persentase,persen,,
10310072,Persentase Satuan Pendidikan Sekolah Luar Biasa (SLB) yang Memiliki Akses Komputer untuk Pembelajaran,,"[K01971] Satuan Pendidikan;
[K01978] Sekolah Luar Biasa (SLB);
[K00955] Komputer;",,"Bagian dari populasi satuan pendidikan sekolah luar biasa (SLB) yang memiliki akses komputer, tidak termasuk komputer yang tertanam pada perangkat elektronik, yang digunakan untuk proses belajar.","[32010026] Wilayah;
[10320051] Status Satuan Pendidikan;",-,Persentase,persen,,
10310033,Rasio Angka Partisipasi Kasar (APK) Perguruan Tinggi antara Kuintil Penghasilan Terbawah dan Teratas,,"[K01289] Partisipasi Sekolah;
[K01651] Perguruan Tinggi;",,"Angka yang menggambarkan ketimpangan partisipasi antara penduduk miskin (pengeluaran 20 persen terbawah) dan kaya (pengeluaran 20 persen teratas) yang sedang duduk di bangku kuliah secara umum, baik penduduk yang berusia kuliah maupun tidak.","[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;",-,Rasio,persen,,
10310034,Rasio Angka Partisipasi Kasar (APK) Perguruan Tinggi antara Penduduk Disabilitas dan non- Disabilitas,,"[K01289] Partisipasi Sekolah;
[K01651] Perguruan Tinggi;",,"Angka yang menggambarkan ketimpangan partisipasi antara penduduk dengan disabilitas dan tanpa disabilitas yang sedang duduk di bangku kuliah secara umum, baik penduduk yang berusia kuliah maupun tidak.","[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;",-,Rasio,persen,,
10310035,Rasio Angka Partisipasi Kasar (APK) Perguruan Tinggi antara Penduduk Perdesaan dan Perkotaan,,"[K01289] Partisipasi Sekolah;
[K01651] Perguruan Tinggi;",,"Angka yang menggambarkan ketimpangan partisipasi antara penduduk di perdesaan dan perkotaan yang sedang duduk di bangku kuliah secara umum, baik penduduk yang berusia kuliah maupun tidak.","[32010026] Wilayah;
[10620071] Status Disabilitas;",-,Rasio,persen,,
10310036,Rasio Angka Partisipasi Kasar (APK) Perguruan Tinggi antara Perempuan dan Laki- laki,,"[K01289] Partisipasi Sekolah;
[K01651] Perguruan Tinggi;",,"Angka yang menggambarkan ketimpangan partisipasi antara penduduk perempuan dan laki-laki yang sedang duduk di bangku kuliah secara umum, baik penduduk yang berusia kuliah maupun tidak.","[32010026] Wilayah;
[10620071] Status Disabilitas;",-,Rasio,persen,,
10310045,Rasio Angka Partisipasi Kasar (APK) SD Sederajat antara Kuintil Penghasilan Terbawah dan Teratas,,"[K01289] Partisipasi Sekolah;
[K01977] Sekolah Dasar (SD);",,Angka yang menggambarkan ketimpangan partisipasi antara penduduk usia SD sederajat (7—12 tahun) miskin (pengeluaran kuintil terbawah) dan kaya (pengeluaran kuintil teratas) yang sedang duduk di bangku SD sederajat.,"[32010026] Wilayah;
[10620071] Status Disabilitas; [32020020] Klasifikasi Wilayah;",-,Rasio,persen,,
10310046,Rasio Angka Partisipasi Kasar (APK) SD Sederajat antara,,"[K01289] Partisipasi Sekolah;
[K01977] Sekolah Dasar (SD);",,Angka yang menggambarkan ketimpangan partisipasi antara penduduk usia SD sederajat (7—12 tahun) dengan disabilitas dan tanpa,[32010026] Wilayah;,-,Rasio,persen,,
,Penduduk Disabilitas dan non-Disabilitas,,,,disabilitas yang sedang duduk di bangku SD sederajat.,,,,,,
10310047,Rasio Angka Partisipasi Kasar (APK) SD Sederajat antara Penduduk Perdesaan dan Perkotaan,,"[K01289] Partisipasi Sekolah;
[K01977] Sekolah Dasar (SD);",,Angka yang menggambarkan ketimpangan partisipasi antara penduduk usia SD sederajat (7—12 tahun) di perdesaan dan perkotaan yang sedang  duduk di bangku SD sederajat.,"[32010026] Wilayah;
[10620071] Status Disabilitas;",-,Rasio,persen,,
10310048,Rasio Angka Partisipasi Kasar (APK) SD Sederajat antara Penduduk Perempuan dan Laki-laki,,"[K01289] Partisipasi Sekolah;
[K01977] Sekolah Dasar (SD);",,Angka yang menggambarkan ketimpangan partisipasi antara penduduk usia SD sederajat (7—12 tahun) perempuan dan laki-laki yang sedang duduk di bangku SD sederajat.,"[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;
[10620071] Status Disabilitas;",-,Rasio,persen,,
10310037,"Rasio Angka Partisipasi Kasar (APK) SMA/SMK
Sederajat antara Kuintil Penghasilan Terbawah dan Teratas",,"[K01289] Partisipasi Sekolah;
[K01979] Sekolah Menengah Atas (SMA); [K01981] Sekolah Menengah Kejuruan (SMK);",,"Angka yang menggambarkan ketimpangan partisipasi antara penduduk miskin (pengeluaran kuintil terbawah) dan kaya (pengeluaran kuintil teratas) yang sedang duduk di bangku SMA/SMK sederajat secara umum, baik penduduk yang berusia SMA/SMK sederajat maupun tidak.","[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;",-,Rasio,persen,,
10310038,"Rasio Angka Partisipasi Kasar (APK) SMA/SMK
Sederajat antara Penduduk Disabilitas dan non-Disabilitas",,"[K01289] Partisipasi Sekolah;
[K01979] Sekolah Menengah Atas (SMA); [K01981] Sekolah Menengah Kejuruan (SMK);",,"Angka yang menggambarkan ketimpangan partisipasi antara penduduk dengan disabilitas dan tanpa disabilitas yang sedang duduk di bangku SMA/SMK sederajat secara umum, baik penduduk yang berusia SMA/SMK sederajat maupun tidak.","[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;",-,Rasio,persen,,
10310039,"Rasio Angka Partisipasi Kasar (APK) SMA/SMK
Sederajat antara Penduduk Perdesaan dan Perkotaan",,"[K01289] Partisipasi Sekolah;
[K01979] Sekolah Menengah Atas (SMA); [K01981] Sekolah Menengah Kejuruan (SMK);",,"Angka yang menggambarkan ketimpangan partisipasi antara penduduk di perdesaan dan perkotaan yang sedang duduk di bangku SMA/SMK sederajat secara umum, baik penduduk yang berusia SMA/SMK sederajat maupun tidak.","[32010026] Wilayah;
[10620071] Status Disabilitas;",-,Rasio,persen,,
10310040,"Rasio Angka Partisipasi Kasar (APK) SMA/SMK
Sederajat antara",,"[K01289] Partisipasi Sekolah;
[K01979] Sekolah",,Angka yang menggambarkan ketimpangan partisipasi antara penduduk perempuan dan laki-laki,"[32010026] Wilayah;
[10620071] Status Disabilitas;",-,Rasio,persen,,
,Penduduk Perempuan dan Laki-laki,,Menengah Atas (SMA); [K01981] Sekolah Menengah Kejuruan (SMK);,,"yang sedang duduk di bangku SMA/SMK sederajat secara umum, baik penduduk yang berusia SMA/SMK sederajat maupun tidak.",[32020020] Klasifikasi Wilayah;,,,,,
10310041,Rasio Angka Partisipasi Kasar (APK) SMP Sederajat antara Kuintil Penghasilan Terbawah dan Teratas,,"[K01289] Partisipasi Sekolah;
[K01984] Sekolah Menengah Pertama (SMP);",,"Angka yang menggambarkan ketimpangan partisipasi antara penduduk miskin (pengeluaran kuintil terbawah) dan kaya (pengeluaran kuintil teratas) yang sedang duduk di bangku SMP sederajat secara umum, baik penduduk yang berusia SMP sederajat maupun tidak.","[32010026] Wilayah;
[10620071] Status Disabilitas; [32020020] Klasifikasi Wilayah;",-,Rasio,persen,,
10310043,Rasio Angka Partisipasi Kasar (APK) SMP Sederajat antara Penduduk Perdesaan dan Perkotaan,,"[K01289] Partisipasi Sekolah;
[K01984] Sekolah Menengah Pertama (SMP);",,"Angka yang menggambarkan ketimpangan partisipasi antara penduduk di perdesaan dan perkotaan yang sedang duduk di bangku SMP sederajat secara umum, baik penduduk yang berusia SMP sederajat maupun tidak.","[32010026] Wilayah;
[10620071] Status Disabilitas;",-,Rasio,persen,,
10310044,Rasio Angka Partisipasi Kasar (APK) SMP Sederajat antara Penduduk Perempuan dan Laki-laki,,"[K01289] Partisipasi Sekolah;
[K01984] Sekolah Menengah Pertama (SMP);",,"Angka yang menggambarkan ketimpangan partisipasi antara penduduk perempuan dan laki-laki yang sedang duduk di bangku SMP sederajat secara umum, baik penduduk yang berusia SMP sederajat maupun tidak.","[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;
[10620071] Status Disabilitas;",-,Rasio,persen,,
10310042,Rasio Angka Partisipasi Kasar (APK) SMP Sederajat antara Penduduk Disabilitas dan non-Disabilitas,,"[K01289] Partisipasi Sekolah;
[K01984] Sekolah Menengah Pertama (SMP);",,"Angka yang menggambarkan ketimpangan partisipasi antara penduduk dengan disabilitas dan tanpa disabilitas yang sedang duduk di bangku SMP sederajat secara umum, baik penduduk yang berusia SMP sederajat maupun tidak.","[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;",-,Rasio,persen,,
10310049,Rasio Angka Partisipasi Sekolah (APS) Anak Berusia 7—17 Tahun antara Penduduk,,"[K01289] Partisipasi Sekolah;
[K00388] Disabilitas;",,Angka yang menggambarkan ketimpangan partisipasi sekolah antara penduduk berusia 7—17 tahun dengan disabilitas dan tanpa disabilitas.,[32010026] Wilayah;,-,Rasio,persen,,
,Disabilitas dan non- Disabilitas,,,,,,,,,,
10310073,Rasio Peserta Didik terhadap Pendidik,,"[K01735] Peserta Didik;
[K02183] Pendidik;",,"Perbandingan antara jumlah anggota masyarakat yang berusaha mengembangkan potensi diri  melalui proses pembelajaran yang tersedia pada jalur, jenjang, dan jenis pendidikan tertentu terhadap tenaga kependidikan yang berkualifikasi sebagai guru, dosen, konselor, pamong belajar, widyaiswara, tutor, instruktur, fasilitator, dan sebutan lain yang sesuai dengan kekhususannya.","[32010026] Wilayah;
[10320055] Tingkat Pendidikan;",-,Rasio,-,,
10310074,Rasio Peserta Didik terhadap Rombongan Belajar,,"[K01735] Peserta Didik;
[K01904] Rombongan Belajar;",,"Perbandingan antara jumlah anggota masyarakat yang  berusaha mengembangkan potensi diri melalui proses pembelajaran yang tersedia pada jalur, jenjang, dan jenis pendidikan tertentu terhadap kelompok peserta didik yang terdaftar pada satuan kelas dalam satu satuan pendidikan.","[32010026] Wilayah;
[10320051] Status Satuan Pendidikan; [10320055] Tingkat Pendidikan;",-,Rasio,orang per rombongan belajar,,
10310050,Rata-rata Lama Sekolah (RLS),,[K01289] Partisipasi Sekolah;,,Rata-rata lamanya masa yang dilalui dalam menjalani pendidikan formal.,"[32010026]  Wilayah;
[33220007] Jenis
Kelamin;",-,Rata-rata,tahun,,
10310052,Tingkat Partisipasi dalam Pembelajaran yang Teroganisasi (Satu Tahun Sebelum Usia Sekolah Dasar),,[K02373] Pendidikan;,,"Angka yang menggambarkan partisipasi anak berumur 6 tahun (satu tahun sebelum usia resmi masuk sekolah dasar) dalam program pendidikan yang terorganisir, yaitu: a. pendidikan anak usia dini (pra- sekolah) yang meliputi Taman Kanak- kanak (TK), Raudhatul Athfal (RA), Bustanul Athfal (BA) dan PAUD; dan b. sekolah dasar sederajat.","[32010026] Wilayah;
[33220007] Jenis
Kelamin;
[32020020] Klasifikasi Wilayah;
[10620071] Status Disabilitas;",-,Persentase,persen,,
10310053,Tingkat Partisipasi dalam Pendidikan dan,,[K02373] Pendidikan; [K01354] Pelatihan;,,Angka yang menggambarkan partisipasi penduduk dari kelompok usia tertentu dalam mengikuti,"[32010026] Wilayah;
[33220007] Jenis
Kelamin;",-,Persentase,persen,,
,Pelatihan Formal dan non-Formal,,,,pendidikan dan pelatihan formal atau nonformal dalam kurun waktu 12 bulan terakhir.,,,,,,
10310057,Tingkat Penyelesaian Pendidikan Jenjang SD Sederajat,,[K02098] Tamat Sekolah; [K01977] Sekolah Dasar (SD);,,Bagian dari populasi penduduk berusia 13 sampai dengan 15 tahun yang telah menamatkan pendidikan tingkat sekolah dasar atau sederajat.,[32010026] Wilayah;,-,Persentase,persen,,
10310058,Tingkat Penyelesaian Pendidikan Jenjang SMA Sederajat,,"[K02098] Tamat Sekolah; [K01979] Sekolah
Menengah Atas (SMA);",,Bagian dari populasi penduduk berusia 16 sampai dengan 18 tahun yang telah menamatkan pendidikan tingkat menengah pertama atau sederajat.,[32010026] Wilayah;,-,Persentase,persen,,
10310059,Tingkat Penyelesaian Pendidikan Jenjang SMP Sederajat,,"[K02098] Tamat Sekolah; [K01984] Sekolah
Menengah Pertama (SMP);",,Bagian dari populasi penduduk berusia 19 sampai dengan 21 tahun yang telah menamatkan pendidikan tingkat sekolah menengah atas atau sederajat.,[32010026] Wilayah;,-,Persentase,persen,,
